label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
point,0.2229766547679901,0.9804412126541138,1.247536545179173e-07,0.2843549847602844,0.9144465327262878,-0.04492361098527908,0.3281234800815582,0.8123391270637512,-0.07915005087852478,0.3313920199871063,0.7192980647087097,-0.11464351415634155,0.2860804796218872,0.647223949432373,-0.14869649708271027,0.30337488651275635,0.6066370010375977,-0.03888338431715965,0.3243683874607086,0.466084748506546,-0.08059151470661163,0.33243250846862793,0.3612207770347595,-0.09877923876047134,0.3273888826370239,0.2807246446609497,-0.1094958558678627,0.23189470171928406,0.6180108785629272,-0.046102121472358704,0.26519694924354553,0.5355468988418579,-0.11263353377580643,0.27718377113342285,0.6856125593185425,-0.11666534096002579,0.2624540627002716,0.7436686754226685,-0.09901653230190277,0.16878604888916016,0.6504819989204407,-0.0590549074113369,0.2000890076160431,0.6079657077789307,-0.13108181953430176,0.21998833119869232,0.7406952381134033,-0.1085389107465744,0.20239917933940887,0.7786399722099304,-0.07254217565059662,0.10516002774238586,0.7002214789390564,-0.07502860575914383,0.13338300585746765,0.6474323272705078,-0.11927764862775803,0.16278702020645142,0.733894407749176,-0.094261534512043,0.15476453304290771,0.7675783038139343,-0.06337840855121613
point,0.18740053474903107,0.9555155634880066,2.4972802492584378e-08,0.29752740263938904,0.7984704971313477,0.026928000152111053,0.3326954245567322,0.6551119089126587,0.009331640787422657,0.37982508540153503,0.5585281252861023,-0.02491237223148346,0.4329425096511841,0.5117203593254089,-0.058599233627319336,0.1850578337907791,0.47390422224998474,-0.004335826728492975,0.2392694652080536,0.32172462344169617,-0.03331959992647171,0.26672717928886414,0.2197539210319519,-0.05158057063817978,0.284040629863739,0.1335046887397766,-0.06925539672374725,0.16542384028434753,0.5114110112190247,-0.051545072346925735,0.3385683596134186,0.42711472511291504,-0.09909673780202866,0.3583090901374817,0.5248905420303345,-0.10212882608175278,0.32723942399024963,0.5795522928237915,-0.09773042052984238,0.17798802256584167,0.578827977180481,-0.0972566157579422,0.35115134716033936,0.5189887285232544,-0.13330362737178802,0.3583279550075531,0.6029430031776428,-0.1076914444565773,0.32118502259254456,0.6454284191131592,-0.08696014434099197,0.21070510149002075,0.6547067761421204,-0.1436649113893509,0.35149186849594116,0.5991804599761963,-0.15765820443630219,0.3651508688926697,0.6487674713134766,-0.13432347774505615,0.33720487356185913,0.6805726289749146,-0.11690040677785873
point,0.31895333528518677,0.9780521392822266,-1.5473445102998085e-07,0.3914428949356079,0.9059222936630249,-0.09240758419036865,0.40277403593063354,0.7607645988464355,-0.11179874837398529,0.30508288741111755,0.6550440192222595,-0.11455247551202774,0.22926300764083862,0.5845091938972473,-0.10709051042795181,0.4261414408683777,0.5463749766349792,-0.03398304432630539,0.4149877727031708,0.37564629316329956,-0.06421905010938644,0.3949538469314575,0.2713943123817444,-0.08382286876440048,0.3792482614517212,0.17965853214263916,-0.09829256683588028,0.3540228605270386,0.547562301158905,-0.011957948096096516,0.319687157869339,0.4516867399215698,-0.062080711126327515,0.3122854232788086,0.5630743503570557,-0.07847670465707779,0.32776838541030884,0.6387113928794861,-0.07305049151182175,0.2881597876548767,0.5755671858787537,-0.002796739572659135,0.2561541795730591,0.5071209073066711,-0.06643172353506088,0.2667123079299927,0.6148418188095093,-0.07426093518733978,0.2856333553791046,0.6592810153961182,-0.059348780661821365,0.23678112030029297,0.6266925930976868,-0.0014572632499039173,0.20926102995872498,0.5642250776290894,-0.047946132719516754,0.22889535129070282,0.6354905366897583,-0.04759356379508972,0.24858444929122925,0.6838735938072205,-0.0332992859184742
point,0.3197561502456665,0.929213285446167,-4.492253538046498e-07,0.2591014802455902,0.7804683446884155,0.04103541374206543,0.2588554322719574,0.6336882710456848,0.05806218832731247,0.2943819463253021,0.5428833365440369,0.06794814765453339,0.33494138717651367,0.5213106274604797,0.07419852167367935,0.28993672132492065,0.5369277000427246,0.01310142781585455,0.31816568970680237,0.37383872270584106,0.025325486436486244,0.3414894640445709,0.28586697578430176,0.03830341249704361,0.35750293731689453,0.2150212824344635,0.04493389278650284,0.3600277602672577,0.5570616722106934,-0.005073071923106909,0.38870969414711,0.4506996273994446,0.008638126775622368,0.37332457304000854,0.5065539479255676,0.027369167655706406,0.35174450278282166,0.5667605400085449,0.03984464332461357,0.42611315846443176,0.6030760407447815,-0.01665784977376461,0.4367509186267853,0.5281714797019958,0.0018980823224410415,0.4230228066444397,0.5709743499755859,0.021818028762936592,0.40717440843582153,0.6200946569442749,0.030675601214170456,0.47784602642059326,0.6568537354469299,-0.024647867307066917,0.4792443513870239,0.5893863439559937,-0.00023337695165537298,0.46471598744392395,0.6254948973655701,0.024100199341773987,0.45488086342811584,0.6717015504837036,0.03936545178294182
point,0.3023642301559448,0.9336974620819092,-1.93121834968224e-07,0.26153403520584106,0.7822927236557007,0.05047991871833801,0.26520439982414246,0.6408299803733826,0.05891219526529312,0.30066877603530884,0.5516804456710815,0.05463261157274246,0.3440704047679901,0.5189797878265381,0.047097932547330856,0.2671480178833008,0.5382346510887146,0.015818700194358826,0.3180336356163025,0.3823968172073364,0.01512066088616848,0.35063278675079346,0.29402533173561096,0.019100865349173546,0.3688521981239319,0.2223539650440216,0.020096229389309883,0.316159725189209,0.552086353302002,-0.019248731434345245,0.4119032621383667,0.45300304889678955,-0.02073180489242077,0.41638410091400146,0.5231727361679077,-0.005801589228212833,0.38835155963897705,0.5767770409584045,0.005992187652736902,0.3768686354160309,0.5938400626182556,-0.048257242888212204,0.45790550112724304,0.5305960178375244,-0.04039211943745613,0.4540178179740906,0.5902999639511108,-0.011952466331422329,0.4290132224559784,0.629485011100769,0.004033923149108887,0.43327462673187256,0.6502291560173035,-0.07419995963573456,0.4949636459350586,0.588165819644928,-0.05024855211377144,0.4851311147212982,0.6417821645736694,-0.016267554834485054,0.4629177451133728,0.6809384822845459,0.005221138242632151
point,0.33326417207717896,0.9292062520980835,9.78508509774656e-08,0.4141792356967926,0.795558512210846,0.01562879979610443,0.432399719953537,0.672329306602478,0.004712999332696199,0.45783233642578125,0.5852164030075073,-0.018700096756219864,0.4905388355255127,0.5335816740989685,-0.04142175614833832,0.2984815239906311,0.5340710282325745,0.004767123144119978,0.3452706038951874,0.40470123291015625,-0.016091233119368553,0.36908572912216187,0.321679025888443,-0.02912776917219162,0.38216111063957214,0.24991750717163086,-0.041682373732328415,0.27631455659866333,0.5573940277099609,-0.027981087565422058,0.4049496650695801,0.45581191778182983,-0.06562094390392303,0.4328235983848572,0.5356708765029907,-0.06991131603717804,0.4126303493976593,0.5907320380210876,-0.0652238205075264,0.28735461831092834,0.6017559766769409,-0.06047293171286583,0.41896623373031616,0.525650680065155,-0.09255548566579819,0.4379981458187103,0.6003720164299011,-0.07783501595258713,0.4124101400375366,0.6464167833328247,-0.0621267668902874,0.3181154131889343,0.6527383327484131,-0.0935458093881607,0.4328914284706116,0.5939540266990662,-0.10708525031805038,0.4537932276725769,0.6406917572021484,-0.09243262559175491,0.4362948536872864,0.6755897402763367,-0.07951601594686508
click,0.20415331423282623,0.9518710970878601,7.742120260445517e-07,0.27467310428619385,0.8775940537452698,-0.03770819678902626,0.30924057960510254,0.745586633682251,-0.0452471598982811,0.23802676796913147,0.6766534447669983,-0.04808441549539566,0.16567708551883698,0.6584140062332153,-0.054327402263879776,0.2720220983028412,0.5797815918922424,-0.016607267782092094,0.2726978063583374,0.44688427448272705,-0.02946353890001774,0.2678082585334778,0.3596511483192444,-0.043272241950035095,0.25462260842323303,0.2794354259967804,-0.055656276643276215,0.21113768219947815,0.5757442712783813,-0.022728687152266502,0.22002458572387695,0.4298923909664154,-0.02979612536728382,0.21897464990615845,0.3376227617263794,-0.0469837412238121,0.21291205286979675,0.2517235279083252,-0.05976716801524162,0.15246902406215668,0.6083234548568726,-0.033770687878131866,0.16174867749214172,0.4781871438026428,-0.06530866771936417,0.1711217761039734,0.3848154544830322,-0.10427288711071014,0.17099544405937195,0.29421213269233704,-0.13194355368614197,0.09425140172243118,0.6718922257423401,-0.04646335914731026,0.1319199502468109,0.6419426202774048,-0.09550071507692337,0.16969597339630127,0.7070783972740173,-0.11352996528148651,0.19205358624458313,0.7669708728790283,-0.12155717611312866
click,0.1996529996395111,0.9269900918006897,8.678568974573864e-07,0.26759544014930725,0.8594312071800232,-0.0296813752502203,0.31928640604019165,0.7325786352157593,-0.03839968889951706,0.2916920781135559,0.6479313969612122,-0.04376957565546036,0.2290046364068985,0.6430259943008423,-0.05178527906537056,0.26068902015686035,0.5673801302909851,-0.015234296210110188,0.28224611282348633,0.4443197548389435,-0.02700785920023918,0.29329514503479004,0.3625466823577881,-0.03960184380412102,0.29290345311164856,0.288270503282547,-0.05064721778035164,0.20877917110919952,0.5668584108352661,-0.025267882272601128,0.244322270154953,0.42985299229621887,-0.03503073751926422,0.259880393743515,0.33971646428108215,-0.0512918196618557,0.26337146759033203,0.2572909891605377,-0.06312064826488495,0.15418559312820435,0.5956463813781738,-0.03905109688639641,0.1953730285167694,0.48419657349586487,-0.07163199037313461,0.22259975969791412,0.39467400312423706,-0.10609699040651321,0.23644685745239258,0.30885812640190125,-0.13032862544059753,0.09962502866983414,0.6521816849708557,-0.054036784917116165,0.16961535811424255,0.6152908205986023,-0.09520433843135834,0.20949070155620575,0.6834609508514404,-0.10671655088663101,0.23181498050689697,0.7503300905227661,-0.11224174499511719
click,0.16312995553016663,0.9368563890457153,9.284473208026611e-07,0.23911206424236298,0.8492298126220703,-0.00812296662479639,0.2915474772453308,0.7184540629386902,-0.015007021836936474,0.3111742436885834,0.6315353512763977,-0.024007046595215797,0.27337145805358887,0.6499170064926147,-0.034284863620996475,0.2039303481578827,0.5593391060829163,0.002605667570605874,0.246438667178154,0.45218414068222046,-0.01078607514500618,0.26866158843040466,0.37062281370162964,-0.028527868911623955,0.27506163716316223,0.2982344925403595,-0.04427669942378998,0.1584823876619339,0.5672543048858643,-0.019332032650709152,0.21231134235858917,0.4407641291618347,-0.035844188183546066,0.24890221655368805,0.34428146481513977,-0.05539870634675026,0.2661170959472656,0.2608072757720947,-0.06816763430833817,0.11803087592124939,0.6033231616020203,-0.04322320967912674,0.1900741159915924,0.4994153380393982,-0.07404942810535431,0.23803088068962097,0.4071633815765381,-0.10169913619756699,0.2623477578163147,0.3160442113876343,-0.12041325122117996,0.09855195134878159,0.6591166257858276,-0.06770952045917511,0.20734915137290955,0.6204994916915894,-0.09479022771120071,0.23716528713703156,0.6806554794311523,-0.09708787500858307,0.2412152737379074,0.7401343584060669,-0.09794387221336365
click,0.11078287661075592,0.9253094792366028,9.2733165502068e-07,0.10721688717603683,0.7895646095275879,0.029486794024705887,0.1523957997560501,0.6659033894538879,0.03563834726810455,0.23643769323825836,0.6252272725105286,0.03325563669204712,0.30080336332321167,0.636444628238678,0.029874395579099655,0.10573787987232208,0.5553746819496155,0.027159593999385834,0.18160133063793182,0.4142763912677765,0.019986547529697418,0.2312021255493164,0.33603861927986145,0.01455229613929987,0.2638314366340637,0.27684471011161804,0.010595696046948433,0.1314375251531601,0.5805813074111938,-0.0043622455559670925,0.21165569126605988,0.4283902049064636,-0.018656402826309204,0.2632329761981964,0.34289392828941345,-0.029243845492601395,0.2982117533683777,0.2719188332557678,-0.03325341269373894,0.16482403874397278,0.6284786462783813,-0.034944191575050354,0.24678823351860046,0.48499757051467896,-0.05854833498597145,0.28941774368286133,0.3959382176399231,-0.07753350585699081,0.31452906131744385,0.31490179896354675,-0.08686181157827377,0.2101030796766281,0.701431930065155,-0.06162493675947189,0.2907048761844635,0.6180461645126343,-0.0668812021613121,0.29892152547836304,0.6513095498085022,-0.05520829185843468,0.2992948591709137,0.6935545206069946,-0.046536706387996674
