label,x0_h0,y0_h0,z0_h0,x1_h0,y1_h0,z1_h0,x2_h0,y2_h0,z2_h0,x3_h0,y3_h0,z3_h0,x4_h0,y4_h0,z4_h0,x5_h0,y5_h0,z5_h0,x6_h0,y6_h0,z6_h0,x7_h0,y7_h0,z7_h0,x8_h0,y8_h0,z8_h0,x9_h0,y9_h0,z9_h0,x10_h0,y10_h0,z10_h0,x11_h0,y11_h0,z11_h0,x12_h0,y12_h0,z12_h0,x13_h0,y13_h0,z13_h0,x14_h0,y14_h0,z14_h0,x15_h0,y15_h0,z15_h0,x16_h0,y16_h0,z16_h0,x17_h0,y17_h0,z17_h0,x18_h0,y18_h0,z18_h0,x19_h0,y19_h0,z19_h0,x20_h0,y20_h0,z20_h0,x0_h1,y0_h1,z0_h1,x1_h1,y1_h1,z1_h1,x2_h1,y2_h1,z2_h1,x3_h1,y3_h1,z3_h1,x4_h1,y4_h1,z4_h1,x5_h1,y5_h1,z5_h1,x6_h1,y6_h1,z6_h1,x7_h1,y7_h1,z7_h1,x8_h1,y8_h1,z8_h1,x9_h1,y9_h1,z9_h1,x10_h1,y10_h1,z10_h1,x11_h1,y11_h1,z11_h1,x12_h1,y12_h1,z12_h1,x13_h1,y13_h1,z13_h1,x14_h1,y14_h1,z14_h1,x15_h1,y15_h1,z15_h1,x16_h1,y16_h1,z16_h1,x17_h1,y17_h1,z17_h1,x18_h1,y18_h1,z18_h1,x19_h1,y19_h1,z19_h1,x20_h1,y20_h1,z20_h1
screenshot,0.15101075172424316,0.17786669731140137,0.25078198313713074,0.2931877076625824,0.2866167724132538,0.30120596289634705,0.4276060461997986,0.500055193901062,0.5570351481437683,0.30459025502204895,0.4251769781112671,0.38474881649017334,0.33352547883987427,0.3030744791030884,0.41005900502204895,0.3702603280544281,0.32437005639076233,0.29943257570266724,0.3883584141731262,0.3535189926624298,0.3130794167518616,0.9391059279441833,0.8279367685317993,0.7026267051696777,0.6062518954277039,0.5295244455337524,0.7073112726211548,0.7186993956565857,0.731806755065918,0.744072675704956,0.7811365127563477,0.81154865026474,0.8284285664558411,0.8240588903427124,0.8694919347763062,0.8848468065261841,0.902245044708252,0.8999719619750977,0.9570907354354858,0.9559680223464966,0.9653040766716003,0.963450014591217,1.4267035908233083e-07,0.0030288135167211294,-0.008330331183969975,-0.022195814177393913,-0.037952784448862076,-0.04180026054382324,-0.06698225438594818,-0.08095424622297287,-0.09085054695606232,-0.05906964838504791,-0.09324738383293152,-0.09043688327074051,-0.08267488330602646,-0.07335381954908371,-0.09899608045816422,-0.0765092596411705,-0.0567321851849556,-0.08657298982143402,-0.09624040871858597,-0.07311030477285385,-0.0541674979031086,0.6867565512657166,0.6576992869377136,0.6140376925468445,0.5876933336257935,0.5707802772521973,0.5059215426445007,0.42510536313056946,0.375016450881958,0.3291092813014984,0.521641731262207,0.4706011414527893,0.5306583642959595,0.5637149214744568,0.5544556975364685,0.5410960912704468,0.5953163504600525,0.6111640930175781,0.5907340049743652,0.5870338678359985,0.6207605004310608,0.6281750798225403,0.42850711941719055,0.4855934679508209,0.5411971211433411,0.6116515398025513,0.6748241782188416,0.45601415634155273,0.4496043920516968,0.44819730520248413,0.437741219997406,0.39444831013679504,0.3546459674835205,0.3893631398677826,0.4098847806453705,0.34318745136260986,0.3138609826564789,0.3651390075683594,0.39417439699172974,0.3033568859100342,0.2787512540817261,0.32468491792678833,0.3545689880847931,3.108860653355805e-07,-0.05602550506591797,-0.09626292437314987,-0.132965087890625,-0.16945435106754303,-0.07326218485832214,-0.12339650094509125,-0.15332064032554626,-0.17462797462940216,-0.0753341093659401,-0.156281515955925,-0.17962190508842468,-0.17768494784832,-0.08254048973321915,-0.15486621856689453,-0.15238507091999054,-0.13310135900974274,-0.0940113440155983,-0.13773752748966217,-0.13259507715702057,-0.11956359446048737
screenshot,0.13700641691684723,0.16503410041332245,0.23707261681556702,0.2784595787525177,0.26793810725212097,0.28668853640556335,0.41369327902793884,0.48728084564208984,0.5445795059204102,0.2889532148838043,0.41355782747268677,0.37191909551620483,0.3170005977153778,0.2864127457141876,0.39829689264297485,0.3580358922481537,0.3098812699317932,0.2832792401313782,0.37353840470314026,0.3367339074611664,0.294511616230011,0.9451122879981995,0.8373570442199707,0.710081934928894,0.6124792098999023,0.5377166271209717,0.7237855195999146,0.7333810329437256,0.7432751655578613,0.7542548775672913,0.8019896149635315,0.8278303742408752,0.8405659794807434,0.8374714851379395,0.892188549041748,0.9022328853607178,0.9178231954574585,0.9188872575759888,0.9810901880264282,0.9754491448402405,0.9825306534767151,0.9825838804244995,1.618858220808761e-07,0.0015604350483044982,-0.011006525717675686,-0.025389447808265686,-0.04148813337087631,-0.04554806277155876,-0.07200426608324051,-0.08772221207618713,-0.09881612658500671,-0.06210959702730179,-0.09873964637517929,-0.0964922085404396,-0.08788873255252838,-0.07540648430585861,-0.10279631614685059,-0.07999090105295181,-0.0589628666639328,-0.08751077950000763,-0.0987679734826088,-0.0750885084271431,-0.05522046983242035,0.6792215704917908,0.6502474546432495,0.6066579818725586,0.5801126956939697,0.56202232837677,0.4924362599849701,0.4114381968975067,0.3617432713508606,0.31566834449768066,0.5067576169967651,0.45623940229415894,0.5181599855422974,0.5517264604568481,0.5388213396072388,0.5277868509292603,0.5838014483451843,0.599754273891449,0.5755165815353394,0.573547899723053,0.6089726686477661,0.616692304611206,0.41450363397598267,0.4740731418132782,0.5335026979446411,0.6073269844055176,0.6716592311859131,0.449737012386322,0.44626182317733765,0.4473893940448761,0.43816232681274414,0.38601043820381165,0.3483836352825165,0.3830159902572632,0.40169620513916016,0.3322109580039978,0.304958701133728,0.35729271173477173,0.3848520517349243,0.2892357110977173,0.26662784814834595,0.31373995542526245,0.3427974581718445,2.7235023480898235e-07,-0.055544666945934296,-0.0957694798707962,-0.1327030509710312,-0.16906048357486725,-0.07047402113676071,-0.12042387574911118,-0.15004867315292358,-0.17107753455638885,-0.0726797804236412,-0.15402570366859436,-0.17715807259082794,-0.17458729445934296,-0.08013949543237686,-0.15214575827121735,-0.14878326654434204,-0.12859627604484558,-0.09196006506681442,-0.1346363127231598,-0.1286500096321106,-0.11481510102748871
screenshot,0.13133588433265686,0.16005714237689972,0.2346685230731964,0.2743341624736786,0.26069265604019165,0.2828986942768097,0.4077337384223938,0.48115235567092896,0.5385274291038513,0.28456977009773254,0.40980273485183716,0.3685302138328552,0.31364551186561584,0.2808748781681061,0.3925248980522156,0.35315126180648804,0.30495190620422363,0.27603858709335327,0.3671152889728546,0.33098283410072327,0.2885400354862213,0.9551746845245361,0.8519223928451538,0.720120906829834,0.6186197400093079,0.5421867370605469,0.735003650188446,0.7405378818511963,0.7510725855827332,0.763970673084259,0.8134412169456482,0.8337894678115845,0.8487675786018372,0.8483076095581055,0.9046143293380737,0.9110336303710938,0.9284591674804688,0.9316367506980896,0.9956673383712769,0.9856769442558289,0.9948266744613647,0.9986326694488525,1.87560800668507e-07,-0.0021670402493327856,-0.016194893047213554,-0.03150499239563942,-0.048713795840740204,-0.04573490843176842,-0.07084865868091583,-0.08554460108280182,-0.09642218053340912,-0.06153683736920357,-0.09898843616247177,-0.09758923947811127,-0.08882804960012436,-0.07442253828048706,-0.10252632200717926,-0.08021093904972076,-0.05902688205242157,-0.08651711791753769,-0.09901944547891617,-0.075946144759655,-0.05638507753610611,0.6776918172836304,0.6478374600410461,0.6026160717010498,0.5752599239349365,0.5566732883453369,0.49121829867362976,0.4085451066493988,0.3583437204360962,0.311765193939209,0.506305992603302,0.4529632031917572,0.515120804309845,0.5491435527801514,0.5391039252281189,0.5243783593177795,0.5807297825813293,0.5973758697509766,0.5768730640411377,0.5701189041137695,0.6061556339263916,0.6148719191551208,0.415942907333374,0.47521570324897766,0.5347964763641357,0.6073172688484192,0.671399712562561,0.4506605863571167,0.4495846927165985,0.45108503103256226,0.442100465297699,0.3868193030357361,0.3503214120864868,0.3835673928260803,0.4014889895915985,0.33262503147125244,0.3042573928833008,0.35396960377693176,0.38054946064949036,0.28752684593200684,0.26369553804397583,0.30825483798980713,0.3363781273365021,2.2453671988387214e-07,-0.051627375185489655,-0.08980360627174377,-0.12528404593467712,-0.1602436900138855,-0.06660621613264084,-0.11478529870510101,-0.14297817647457123,-0.16317106783390045,-0.07075890898704529,-0.150095134973526,-0.17240522801876068,-0.16958419978618622,-0.07981711626052856,-0.15058164298534393,-0.14652535319328308,-0.12615515291690826,-0.09280724823474884,-0.13480502367019653,-0.12780393660068512,-0.11340401321649551
screenshot,0.13017186522483826,0.15617313981056213,0.23324041068553925,0.27853482961654663,0.277962327003479,0.2834968566894531,0.41481342911720276,0.4900025725364685,0.5486090183258057,0.28686249256134033,0.4152841567993164,0.3738688826560974,0.3193228244781494,0.28583723306655884,0.40041905641555786,0.35980847477912903,0.31222206354141235,0.28247305750846863,0.3772119879722595,0.34198373556137085,0.3013063669204712,0.9520114660263062,0.8400157690048218,0.7084810137748718,0.6111468076705933,0.5306860208511353,0.7143822312355042,0.7205955386161804,0.7332316637039185,0.7455630302429199,0.7910725474357605,0.8158101439476013,0.832797646522522,0.8289481401443481,0.8813899159431458,0.8913231492042542,0.9104180932044983,0.9099446535110474,0.9697562456130981,0.964818000793457,0.9763876795768738,0.977851152420044,1.4241921064694907e-07,0.0028337903786450624,-0.007242876570671797,-0.0199526846408844,-0.03443295136094093,-0.04026339575648308,-0.06475067883729935,-0.0779588520526886,-0.08735214173793793,-0.05773286521434784,-0.09365756064653397,-0.091856949031353,-0.08406724780797958,-0.07223875820636749,-0.0978170782327652,-0.07435908913612366,-0.053824834525585175,-0.08594934642314911,-0.09526680409908295,-0.07167556881904602,-0.052467044442892075,0.6791402101516724,0.6514851450920105,0.6059527397155762,0.5774421691894531,0.5567687749862671,0.4937893748283386,0.4112122654914856,0.36040711402893066,0.3136516213417053,0.5094481110572815,0.4553214907646179,0.5183494687080383,0.5521777272224426,0.5421285629272461,0.527397871017456,0.5847933888435364,0.6002460718154907,0.5788941979408264,0.5734763741493225,0.6103662252426147,0.6176066994667053,0.4176357686519623,0.474953293800354,0.5329543352127075,0.6024379134178162,0.6656755208969116,0.44725847244262695,0.4440489709377289,0.4451598823070526,0.4350292384624481,0.38299623131752014,0.344760537147522,0.3798677623271942,0.39822274446487427,0.3283231258392334,0.300388902425766,0.3518071174621582,0.3782987594604492,0.28338348865509033,0.25916820764541626,0.3053804636001587,0.333646297454834,2.584272635886009e-07,-0.0563809908926487,-0.09775162488222122,-0.13554970920085907,-0.1728544384241104,-0.07560361176729202,-0.12899978458881378,-0.16085593402385712,-0.18342547118663788,-0.0790540799498558,-0.1648142784833908,-0.19010886549949646,-0.18866831064224243,-0.08765656501054764,-0.16352273523807526,-0.16012315452098846,-0.1395832747220993,-0.10055344551801682,-0.1463271677494049,-0.14017122983932495,-0.12603914737701416
screenshot,0.11041203141212463,0.1407591998577118,0.2187049835920334,0.26296961307525635,0.26424312591552734,0.26868098974227905,0.4008326828479767,0.47486579418182373,0.5332772731781006,0.2698282301425934,0.4022414982318878,0.3634614050388336,0.3110995590686798,0.26745671033859253,0.38855206966400146,0.350410133600235,0.30244165658950806,0.2626023590564728,0.3619772493839264,0.32851773500442505,0.2861918807029724,0.9668622016906738,0.8528992533683777,0.7229105234146118,0.6228320598602295,0.5389513969421387,0.7280704975128174,0.7352645993232727,0.7482494115829468,0.7614889740943909,0.8032352328300476,0.8269583582878113,0.8437438607215881,0.8413504958152771,0.8935657739639282,0.9018647074699402,0.9198323488235474,0.9207013845443726,0.9835516214370728,0.9787607192993164,0.9870317578315735,0.9878888726234436,1.691195024022818e-07,0.0002782908268272877,-0.012054619379341602,-0.02675331011414528,-0.04283474385738373,-0.04054044559597969,-0.06422027945518494,-0.0770527794957161,-0.08641305565834045,-0.05750979855656624,-0.09152763336896896,-0.0897427350282669,-0.0825907438993454,-0.07167789340019226,-0.09403946995735168,-0.06916424632072449,-0.04865523427724838,-0.08566059917211533,-0.09200277924537659,-0.06722386926412582,-0.047803159803152084,0.6808819770812988,0.6529399156570435,0.6085122227668762,0.5811641812324524,0.5618638396263123,0.49541229009628296,0.413847416639328,0.36484625935554504,0.31847628951072693,0.5089446306228638,0.4597192108631134,0.5227433443069458,0.5544794797897339,0.5410134196281433,0.5295441150665283,0.5851982831954956,0.5998740196228027,0.5788092613220215,0.5751973390579224,0.6115916967391968,0.6191310882568359,0.38714316487312317,0.4468851685523987,0.5078404545783997,0.578721284866333,0.6423527598381042,0.420492559671402,0.419921875,0.42005762457847595,0.41225558519363403,0.35603398084640503,0.3171250522136688,0.34942325949668884,0.3706570267677307,0.302774041891098,0.2712385654449463,0.3191358745098114,0.3484317362308502,0.25907009840011597,0.23374409973621368,0.27712464332580566,0.30774441361427307,1.8391790490568383e-07,-0.051114633679389954,-0.08769885450601578,-0.12123826891183853,-0.15415656566619873,-0.06364559382200241,-0.10800961405038834,-0.1332245022058487,-0.15156304836273193,-0.06641429662704468,-0.14013253152370453,-0.1592407524585724,-0.15520820021629333,-0.07411330193281174,-0.14095909893512726,-0.1366705298423767,-0.11717234551906586,-0.08566351979970932,-0.12556491792201996,-0.1189398318529129,-0.10530772805213928
screenshot,0.1043056845664978,0.1358455866575241,0.21362125873565674,0.2569270730018616,0.25425803661346436,0.2640278935432434,0.3981037139892578,0.4719753563404083,0.5301135778427124,0.26593807339668274,0.398837685585022,0.3620011806488037,0.31156161427497864,0.2634246349334717,0.38540640473365784,0.34937164187431335,0.30221056938171387,0.2578955888748169,0.35579586029052734,0.32443472743034363,0.28329408168792725,0.9635442495346069,0.8471325635910034,0.7183449268341064,0.6192187666893005,0.5347500443458557,0.725328266620636,0.7320845127105713,0.7439648509025574,0.7557277679443359,0.8027640581130981,0.8240082263946533,0.845320463180542,0.8475878834724426,0.8945705890655518,0.9006369113922119,0.9203344583511353,0.9226632118225098,0.9856704473495483,0.9814355373382568,0.9893150329589844,0.9887324571609497,2.0256440791399655e-07,0.0004120438825339079,-0.012378077954053879,-0.026914067566394806,-0.04280846193432808,-0.04356477037072182,-0.06578318029642105,-0.07711564004421234,-0.08582349866628647,-0.05974442511796951,-0.09093222767114639,-0.08689825981855392,-0.07909499108791351,-0.07274740934371948,-0.09264254570007324,-0.06632531434297562,-0.04580356180667877,-0.08550511300563812,-0.09117947518825531,-0.06645319610834122,-0.04743952676653862,0.6759268045425415,0.6500502824783325,0.6061018109321594,0.5782120227813721,0.5582261085510254,0.4929670989513397,0.4113449156284332,0.361983060836792,0.3153126537799835,0.506730854511261,0.4546393156051636,0.5193869471549988,0.5526018738746643,0.5384156703948975,0.5258676409721375,0.5830158591270447,0.5975829362869263,0.5752645134925842,0.572677731513977,0.6097560524940491,0.6165932416915894,0.3736364245414734,0.4308834671974182,0.4901147782802582,0.5606805086135864,0.6251180171966553,0.4080381393432617,0.4062609076499939,0.4072580635547638,0.39842143654823303,0.34321698546409607,0.30111628770828247,0.3329008221626282,0.35242533683776855,0.28922003507614136,0.2564118504524231,0.30575162172317505,0.3351662755012512,0.24516208469867706,0.21932920813560486,0.26321303844451904,0.2940022349357605,2.2830136003904045e-07,-0.0541502870619297,-0.09346095472574234,-0.1292860209941864,-0.1644681841135025,-0.0704936757683754,-0.11865942180156708,-0.1459795981645584,-0.16563667356967926,-0.07338010519742966,-0.1526983082294464,-0.17409342527389526,-0.17081792652606964,-0.08120770752429962,-0.1521133929491043,-0.1477999985218048,-0.1276925802230835,-0.09311132878065109,-0.13508985936641693,-0.12846224009990692,-0.1147904023528099
screenshot,0.10570330917835236,0.1361670345067978,0.21202054619789124,0.25957566499710083,0.264484167098999,0.26388096809387207,0.40054553747177124,0.47510361671447754,0.5326927304267883,0.26230841875076294,0.39946886897087097,0.3647926449775696,0.3174058794975281,0.2591579556465149,0.39109498262405396,0.35981300473213196,0.3127061426639557,0.25470849871635437,0.3686979115009308,0.3468908965587616,0.3061813712120056,0.9336740970611572,0.8112944960594177,0.6847627758979797,0.5881346464157104,0.5018483996391296,0.6885143518447876,0.6895868182182312,0.7026717066764832,0.7168179750442505,0.7645177245140076,0.7888549566268921,0.8159345388412476,0.8176013827323914,0.857466459274292,0.8630999326705933,0.8869176506996155,0.8916752338409424,0.9472358226776123,0.939612865447998,0.9465005397796631,0.9449701309204102,1.2596875365034066e-07,0.010041054338216782,-0.0027497010305523872,-0.019414817914366722,-0.0381842665374279,-0.04929203540086746,-0.07389765977859497,-0.0848260149359703,-0.09192944318056107,-0.06894029676914215,-0.09718848019838333,-0.08888885378837585,-0.08017030358314514,-0.08428691327571869,-0.10342080891132355,-0.0756412148475647,-0.05474785342812538,-0.09810169786214828,-0.10328405350446701,-0.07857920974493027,-0.05974607169628143,0.6739624738693237,0.6517511606216431,0.6097044944763184,0.5815814137458801,0.5617063045501709,0.49597910046577454,0.4149079918861389,0.36395156383514404,0.3170161247253418,0.5103815793991089,0.45683687925338745,0.5195161700248718,0.5533379912376404,0.5410857796669006,0.5278557538986206,0.5861729979515076,0.5997355580329895,0.5748353004455566,0.5731579661369324,0.6118497252464294,0.6181532144546509,0.3696895241737366,0.42863035202026367,0.4861713647842407,0.5535745024681091,0.6209172606468201,0.4039897918701172,0.3998834192752838,0.4019918441772461,0.39293041825294495,0.339801549911499,0.2961089313030243,0.3298971354961395,0.3500795066356659,0.2852002680301666,0.2530571520328522,0.3036709725856781,0.33306246995925903,0.24031010270118713,0.21203473210334778,0.25749120116233826,0.28878992795944214,3.653404974102159e-07,-0.06709126383066177,-0.11348539590835571,-0.15431734919548035,-0.1947096437215805,-0.08754051476716995,-0.14384077489376068,-0.17689667642116547,-0.20006683468818665,-0.08744208514690399,-0.1778973489999771,-0.2055717557668686,-0.20492365956306458,-0.09320390969514847,-0.17472827434539795,-0.17467117309570312,-0.15541239082813263,-0.10389493405818939,-0.1537552773952484,-0.15022487938404083,-0.13771533966064453
screenshot,0.1238650232553482,0.15183372795581818,0.2262825220823288,0.2786995470523834,0.28037071228027344,0.28024157881736755,0.4162091314792633,0.49076226353645325,0.5484468936920166,0.28198203444480896,0.41270482540130615,0.37162861227989197,0.3205196261405945,0.2774607539176941,0.3998767137527466,0.363095760345459,0.3159269094467163,0.2724488377571106,0.38016775250434875,0.3515840768814087,0.30966201424598694,0.8996023535728455,0.7777051329612732,0.6520566940307617,0.5591524839401245,0.4764268100261688,0.6531055569648743,0.6577290296554565,0.6704123020172119,0.6834977865219116,0.7311845421791077,0.7642853856086731,0.7867279648780823,0.7843168377876282,0.8256509304046631,0.8399002552032471,0.8605814576148987,0.8612657785415649,0.9166920185089111,0.9163564443588257,0.9255087971687317,0.9229718446731567,6.040143318841729e-08,0.015343901701271534,0.003978290129452944,-0.011575081385672092,-0.029792437329888344,-0.05224311724305153,-0.08034668117761612,-0.09373177587985992,-0.10195301473140717,-0.07399072498083115,-0.10340113937854767,-0.09164619445800781,-0.08061256259679794,-0.09116283804178238,-0.11488012969493866,-0.08674860000610352,-0.06500926613807678,-0.10545098781585693,-0.11159834265708923,-0.08405160158872604,-0.06362350285053253,0.6798394918441772,0.65520840883255,0.6129015684127808,0.5853508114814758,0.5665780305862427,0.500601053237915,0.41981005668640137,0.3697699010372162,0.3230527639389038,0.5158171653747559,0.46300116181373596,0.5262208580970764,0.5597930550575256,0.5482203364372253,0.534964382648468,0.5915641784667969,0.6062389016151428,0.583949089050293,0.5810219645500183,0.6174416542053223,0.6242295503616333,0.3592815399169922,0.41532865166664124,0.4704996347427368,0.5368202924728394,0.6023666262626648,0.38533496856689453,0.3792417049407959,0.3794870376586914,0.37008345127105713,0.32040196657180786,0.2746044993400574,0.3085820972919464,0.3299137353897095,0.26667192578315735,0.2329876720905304,0.2848019599914551,0.3157300055027008,0.22475340962409973,0.19575348496437073,0.24143776297569275,0.2735351324081421,3.291184214049281e-07,-0.06067090481519699,-0.10403203219175339,-0.14295454323291779,-0.18166576325893402,-0.08190648257732391,-0.13563910126686096,-0.1673039197921753,-0.1897508203983307,-0.08379242569208145,-0.17031896114349365,-0.19611139595508575,-0.19510434567928314,-0.09084384143352509,-0.16860131919384003,-0.16689863801002502,-0.14734870195388794,-0.10229409486055374,-0.1495373249053955,-0.14438572525978088,-0.13104864954948425
screenshot,0.13414828479290009,0.16300618648529053,0.24051734805107117,0.29182231426239014,0.28926846385002136,0.2928960621356964,0.4280640482902527,0.5035805702209473,0.5619748830795288,0.29592496156692505,0.42520609498023987,0.38117480278015137,0.32778701186180115,0.2911140024662018,0.4085160791873932,0.36778968572616577,0.3194431662559509,0.2860293388366699,0.38666653633117676,0.351593554019928,0.3082767426967621,0.8986639380455017,0.7813838124275208,0.6560092568397522,0.5598146319389343,0.47552070021629333,0.6551398634910583,0.6610043048858643,0.6745948791503906,0.6880096197128296,0.7334933280944824,0.7637693285942078,0.7848641276359558,0.7818045616149902,0.8286526203155518,0.8408576250076294,0.8615891337394714,0.8615675568580627,0.921246349811554,0.9181042909622192,0.9296274781227112,0.9276981353759766,6.802232377367545e-08,0.013906984589993954,0.0021254848688840866,-0.013328817673027515,-0.031748536974191666,-0.05271628126502037,-0.08270952850580215,-0.09746736288070679,-0.10600756853818893,-0.07339785248041153,-0.10413843393325806,-0.09175384044647217,-0.07912836223840714,-0.08978301286697388,-0.11609208583831787,-0.0882822573184967,-0.06560392677783966,-0.10296653211116791,-0.10924555361270905,-0.08007749915122986,-0.058315157890319824,0.6907474994659424,0.6684865951538086,0.6267220377922058,0.5998261570930481,0.5812522172927856,0.5169907212257385,0.4360063076019287,0.384863018989563,0.3384731411933899,0.5310602188110352,0.4792981445789337,0.54175865650177,0.5760664939880371,0.5617111325263977,0.5494758486747742,0.6063252687454224,0.6212888956069946,0.5956840515136719,0.5944200158119202,0.631613552570343,0.6384422779083252,0.35159146785736084,0.40968725085258484,0.4664480686187744,0.5308283567428589,0.5955990552902222,0.3800632953643799,0.3739609718322754,0.37413471937179565,0.3636968433856964,0.3151990473270416,0.26853853464126587,0.3026203513145447,0.3246453106403351,0.2610212564468384,0.22792720794677734,0.2788284420967102,0.3094913065433502,0.2186930924654007,0.19084008038043976,0.23653632402420044,0.2680053114891052,3.4590576092341507e-07,-0.06468009203672409,-0.11053824424743652,-0.1508968621492386,-0.19116778671741486,-0.09292386472225189,-0.15156108140945435,-0.18611092865467072,-0.2100430577993393,-0.09342678636312485,-0.1839222013950348,-0.21056576073169708,-0.2099933922290802,-0.0992315411567688,-0.1802062839269638,-0.17861829698085785,-0.15896232426166534,-0.10969270020723343,-0.15958528220653534,-0.15521423518657684,-0.14230552315711975
screenshot,0.16619279980659485,0.19137758016586304,0.267473965883255,0.31592071056365967,0.3066328465938568,0.32500115036964417,0.45897376537323,0.5330015420913696,0.590190052986145,0.3333952724933624,0.4561285972595215,0.41296058893203735,0.36158621311187744,0.3314444422721863,0.4422333836555481,0.402589350938797,0.3560029864311218,0.32669559121131897,0.41746270656585693,0.3817576766014099,0.33930355310440063,0.8841702342033386,0.7592359185218811,0.6302735209465027,0.5340530872344971,0.4521217346191406,0.6276466250419617,0.6370227336883545,0.6518828272819519,0.6652767658233643,0.7046019434928894,0.7416229248046875,0.7628541588783264,0.759239137172699,0.7995188236236572,0.8155500292778015,0.8370336890220642,0.83626389503479,0.8908218741416931,0.8911387920379639,0.9036175012588501,0.9001474380493164,4.793928098933975e-08,0.018577970564365387,0.011699766851961613,0.0002600371662992984,-0.014425314962863922,-0.03834899142384529,-0.06046861410140991,-0.07146923989057541,-0.07881887257099152,-0.05948571488261223,-0.08149071037769318,-0.0684065893292427,-0.057329509407281876,-0.07620900869369507,-0.0940081924200058,-0.06659714132547379,-0.046866148710250854,-0.08980566263198853,-0.0909314826130867,-0.061989907175302505,-0.04171575978398323,0.7085996866226196,0.6864156723022461,0.6449910402297974,0.6181385517120361,0.6010366678237915,0.5385430455207825,0.4581737518310547,0.40771764516830444,0.36165255308151245,0.5520522594451904,0.5040397047996521,0.5663561224937439,0.5975055694580078,0.5828098654747009,0.5721274614334106,0.6280215978622437,0.6427910923957825,0.6177679896354675,0.6148114800453186,0.6504291296005249,0.6580976247787476,0.3470340073108673,0.39832183718681335,0.4526750147342682,0.5186083912849426,0.5834413766860962,0.36725252866744995,0.3609158992767334,0.35822656750679016,0.3479066491127014,0.3027855157852173,0.2580356001853943,0.28856998682022095,0.31007418036460876,0.24917355179786682,0.21393118798732758,0.2631185054779053,0.29547119140625,0.20846199989318848,0.17663636803627014,0.22139325737953186,0.25487494468688965,3.0359197467078047e-07,-0.05969878286123276,-0.10361747443675995,-0.14282478392124176,-0.182327002286911,-0.08931779861450195,-0.14591242372989655,-0.17997507750988007,-0.20387381315231323,-0.09047359228134155,-0.17606671154499054,-0.20096029341220856,-0.20085954666137695,-0.09625771641731262,-0.17239999771118164,-0.16869127750396729,-0.14901208877563477,-0.10640329122543335,-0.15332606434822083,-0.14743506908416748,-0.13396863639354706
